Identification,Date,Zone,ID,Recovery_T,abundance
"polycheates, juv",Pre,H,236,,0
"polycheates, juv",Pre,W,184,2,1
"polycheates, juv",Pre,W,232,,0
"polycheates, juv",Pre,W,224,2.5,0
"polycheates, juv",Pre,C,201,2.3,1
"polycheates, juv",Pre,C,204,2,0
"polycheates, juv",Pre,C,199,2,0
Riftia pachyptila,9,H,2,26.7,0
Riftia pachyptila,9,H,3,23.2,0
Riftia pachyptila,9,H,4,24.7,0
Riftia pachyptila,9,W,6,2.2,0
Riftia pachyptila,9,W,7,2.2,0
Riftia pachyptila,9,W,19,6.5,0
Riftia pachyptila,11,H,30,18.5,0
Riftia pachyptila,11,H,34,27,0
Riftia pachyptila,11,H,29,28,0
Riftia pachyptila,11,W,23,9.6,0
Riftia pachyptila,11,W,24,7,0
Riftia pachyptila,11,W,26,9,0
Riftia pachyptila,11,C,27,3.3,0
Riftia pachyptila,11,C,31,3.3,0
Riftia pachyptila,11,C,35,3.7,0
Riftia pachyptila,22,H,96,10,2
Riftia pachyptila,22,H,103,17.9,0
Riftia pachyptila,22,H,129,14.7,0
Riftia pachyptila,22,W,110,5.8,0
Riftia pachyptila,22,W,111,2.9,0
Riftia pachyptila,22,W,109,2.3,0
Riftia pachyptila,22,C,73,2.4,0
Riftia pachyptila,22,C,64,2.1,0
Riftia pachyptila,22,C,113,2,0
Riftia pachyptila,33,H,S139,2.3,0
Riftia pachyptila,33,H,S133,4.2,0
Riftia pachyptila,33,W,138,2.9,0
Riftia pachyptila,33,W,132,,0
Riftia pachyptila,96,W,156,3.1,0
Riftia pachyptila,96,W,158,2.6,0
Riftia pachyptila,96,W,159,,0
Riftia pachyptila,108,H,83,2.6,0
Riftia pachyptila,108,H,164,2.6,0
Riftia pachyptila,108,H,174,2.7,0
Riftia pachyptila,108,C,170,1.9,0
Riftia pachyptila,108,C,171,2.1,0
Riftia pachyptila,108,C,172,1.9,0
Riftia pachyptila,135,W,183,,0
Riftia pachyptila,135,W,184,,0
Riftia pachyptila,135,W,186,,0
Riftia pachyptila,135,C,180,2,0
Riftia pachyptila,135,C,182,2,0
Riftia pachyptila,135,C,187,2,0
Riftia pachyptila,Pre,H,215,,0
Riftia pachyptila,Pre,H,187,3.1,1
Riftia pachyptila,Pre,H,236,,0
Riftia pachyptila,Pre,W,184,2,0
Riftia pachyptila,Pre,W,232,,0
Riftia pachyptila,Pre,W,224,2.5,0
Riftia pachyptila,Pre,C,201,2.3,0
Riftia pachyptila,Pre,C,204,2,0
Riftia pachyptila,Pre,C,199,2,0
Tevnia jerichonana,9,H,2,26.7,0
Tevnia jerichonana,9,H,3,23.2,0
Tevnia jerichonana,9,H,4,24.7,0
Tevnia jerichonana,9,W,6,2.2,0
Tevnia jerichonana,9,W,7,2.2,0
Tevnia jerichonana,9,W,19,6.5,0
Tevnia jerichonana,11,H,30,18.5,0
Tevnia jerichonana,11,H,34,27,0
Tevnia jerichonana,11,H,29,28,0
Tevnia jerichonana,11,W,23,9.6,0
Tevnia jerichonana,11,W,24,7,0
Tevnia jerichonana,11,W,26,9,0
Tevnia jerichonana,11,C,27,3.3,0
Tevnia jerichonana,11,C,31,3.3,0
Tevnia jerichonana,11,C,35,3.7,0
Tevnia jerichonana,22,H,96,10,51
Tevnia jerichonana,22,H,103,17.9,158
Tevnia jerichonana,22,H,129,14.7,52
Tevnia jerichonana,22,W,110,5.8,0
Tevnia jerichonana,22,W,111,2.9,187
Tevnia jerichonana,22,W,109,2.3,0
Tevnia jerichonana,22,C,73,2.4,0
Tevnia jerichonana,22,C,64,2.1,0
Tevnia jerichonana,22,C,113,2,0
Tevnia jerichonana,33,H,S139,2.3,0
Tevnia jerichonana,33,H,S133,4.2,0
Tevnia jerichonana,33,W,138,2.9,0
Tevnia jerichonana,33,W,132,,0
Tevnia jerichonana,96,W,156,3.1,0
Tevnia jerichonana,96,W,158,2.6,0
Tevnia jerichonana,96,W,159,,0
Tevnia jerichonana,108,H,83,2.6,0
Tevnia jerichonana,108,H,164,2.6,0
Tevnia jerichonana,108,H,174,2.7,0
Tevnia jerichonana,108,C,170,1.9,0
Tevnia jerichonana,108,C,171,2.1,0
Tevnia jerichonana,108,C,172,1.9,0
Tevnia jerichonana,135,W,183,,0
Tevnia jerichonana,135,W,184,,0
Tevnia jerichonana,135,W,186,,0
Tevnia jerichonana,135,C,180,2,0
Tevnia jerichonana,135,C,182,2,0
Tevnia jerichonana,135,C,187,2,0
Tevnia jerichonana,Pre,H,215,,0
Tevnia jerichonana,Pre,H,187,3.1,2
Tevnia jerichonana,Pre,H,236,,2
Tevnia jerichonana,Pre,W,184,2,0
Tevnia jerichonana,Pre,W,232,,0
Tevnia jerichonana,Pre,W,224,2.5,0
Tevnia jerichonana,Pre,C,201,2.3,0
Tevnia jerichonana,Pre,C,204,2,0
Tevnia jerichonana,Pre,C,199,2,0
"siboglinids, small",9,H,2,26.7,263
"siboglinids, small",9,H,3,23.2,646
"siboglinids, small",9,H,4,24.7,1087
"siboglinids, small",9,W,6,2.2,149
"siboglinids, small",9,W,7,2.2,318
"siboglinids, small",9,W,19,6.5,1087
"siboglinids, small",11,H,30,18.5,3
"siboglinids, small",11,H,34,27,10
"siboglinids, small",11,H,29,28,26
"siboglinids, small",11,W,23,9.6,0
"siboglinids, small",11,W,24,7,34
"siboglinids, small",11,W,26,9,14
"siboglinids, small",11,C,27,3.3,0
"siboglinids, small",11,C,31,3.3,0
"siboglinids, small",11,C,35,3.7,0
"siboglinids, small",22,H,96,10,390
"siboglinids, small",22,H,103,17.9,314
"siboglinids, small",22,H,129,14.7,193
"siboglinids, small",22,W,110,5.8,0
"siboglinids, small",22,W,111,2.9,0
"siboglinids, small",22,W,109,2.3,95
"siboglinids, small",22,C,73,2.4,146
"siboglinids, small",22,C,64,2.1,0
"siboglinids, small",22,C,113,2,0
"siboglinids, small",33,H,S139,2.3,12
"siboglinids, small",33,H,S133,4.2,9
"siboglinids, small",33,W,138,2.9,0
"siboglinids, small",33,W,132,,0
"siboglinids, small",96,W,156,3.1,1
"siboglinids, small",96,W,158,2.6,0
"siboglinids, small",96,W,159,,0
"siboglinids, small",108,H,83,2.6,0
"siboglinids, small",108,H,164,2.6,0
"siboglinids, small",108,H,174,2.7,0
"siboglinids, small",108,C,170,1.9,0
"siboglinids, small",108,C,171,2.1,1
"siboglinids, small",108,C,172,1.9,0
"siboglinids, small",135,W,183,,2
"siboglinids, small",135,W,184,,0
"siboglinids, small",135,W,186,,0
"siboglinids, small",135,C,180,2,0
"siboglinids, small",135,C,182,2,0
"siboglinids, small",135,C,187,2,0
"siboglinids, small",Pre,H,215,,5
"siboglinids, small",Pre,H,187,3.1,76
"siboglinids, small",Pre,H,236,,38
"siboglinids, small",Pre,W,184,2,0
"siboglinids, small",Pre,W,232,,30
"siboglinids, small",Pre,W,224,2.5,0
"siboglinids, small",Pre,C,201,2.3,0
"siboglinids, small",Pre,C,204,2,0
"siboglinids, small",Pre,C,199,2,0
Bythograea thermydron,9,H,2,26.7,2
Bythograea thermydron,9,H,3,23.2,3
Bythograea thermydron,9,H,4,24.7,3
Bythograea thermydron,9,W,6,2.2,0
Bythograea thermydron,9,W,7,2.2,0
Bythograea thermydron,9,W,19,6.5,0
Bythograea thermydron,11,H,30,18.5,4
Bythograea thermydron,11,H,34,27,1
Bythograea thermydron,11,H,29,28,2
Bythograea thermydron,11,W,23,9.6,2
Bythograea thermydron,11,W,24,7,1
Bythograea thermydron,11,W,26,9,1
Bythograea thermydron,11,C,27,3.3,0
Bythograea thermydron,11,C,31,3.3,0
Bythograea thermydron,11,C,35,3.7,0
Bythograea thermydron,22,H,96,10,1
Bythograea thermydron,22,H,103,17.9,4
Bythograea thermydron,22,H,129,14.7,0
Bythograea thermydron,22,W,110,5.8,0
Bythograea thermydron,22,W,111,2.9,0
Bythograea thermydron,22,W,109,2.3,0
Bythograea thermydron,22,C,73,2.4,0
Bythograea thermydron,22,C,64,2.1,0
Bythograea thermydron,22,C,113,2,0
Bythograea thermydron,33,H,S139,2.3,0
Bythograea thermydron,33,H,S133,4.2,0
Bythograea thermydron,33,W,138,2.9,0
Bythograea thermydron,33,W,132,,0
Bythograea thermydron,96,W,156,3.1,0
Bythograea thermydron,96,W,158,2.6,0
Bythograea thermydron,96,W,159,,0
Bythograea thermydron,108,H,83,2.6,0
Bythograea thermydron,108,H,164,2.6,0
Bythograea thermydron,108,H,174,2.7,0
Bythograea thermydron,108,C,170,1.9,0
Bythograea thermydron,108,C,171,2.1,0
Bythograea thermydron,108,C,172,1.9,0
Bythograea thermydron,135,W,183,,0
Bythograea thermydron,135,W,184,,0
Bythograea thermydron,135,W,186,,0
Bythograea thermydron,135,C,180,2,0
Bythograea thermydron,135,C,182,2,0
Bythograea thermydron,135,C,187,2,0
Bythograea thermydron,Pre,H,215,,0
Bythograea thermydron,Pre,H,187,3.1,0
Bythograea thermydron,Pre,H,236,,0
Bythograea thermydron,Pre,W,184,2,0
Bythograea thermydron,Pre,W,232,,0
Bythograea thermydron,Pre,W,224,2.5,0
Bythograea thermydron,Pre,C,201,2.3,0
Bythograea thermydron,Pre,C,204,2,0
Bythograea thermydron,Pre,C,199,2,0
amphipods,9,H,2,26.7,0
amphipods,9,H,3,23.2,1
amphipods,9,H,4,24.7,1
amphipods,9,W,6,2.2,0
amphipods,9,W,7,2.2,1
amphipods,9,W,19,6.5,4
amphipods,11,H,30,18.5,28
amphipods,11,H,34,27,1
amphipods,11,H,29,28,6
amphipods,11,W,23,9.6,14
amphipods,11,W,24,7,58
amphipods,11,W,26,9,35
amphipods,11,C,27,3.3,2
amphipods,11,C,31,3.3,1
amphipods,11,C,35,3.7,5
amphipods,22,H,96,10,938
amphipods,22,H,103,17.9,427
amphipods,22,H,129,14.7,24
amphipods,22,W,110,5.8,3
amphipods,22,W,111,2.9,14
amphipods,22,W,109,2.3,5
amphipods,22,C,73,2.4,3
amphipods,22,C,64,2.1,2
amphipods,22,C,113,2,8
amphipods,33,H,S139,2.3,24
amphipods,33,H,S133,4.2,182
amphipods,33,W,138,2.9,7
amphipods,33,W,132,,10
amphipods,96,W,156,3.1,0
amphipods,96,W,158,2.6,7
amphipods,96,W,159,,2
amphipods,108,H,83,2.6,1
amphipods,108,H,164,2.6,2
amphipods,108,H,174,2.7,0
amphipods,108,C,170,1.9,0
amphipods,108,C,171,2.1,3
amphipods,108,C,172,1.9,2
amphipods,135,W,183,,0
amphipods,135,W,184,,1
amphipods,135,W,186,,0
amphipods,135,C,180,2,1
amphipods,135,C,182,2,1
amphipods,135,C,187,2,2
amphipods,Pre,H,215,,5
amphipods,Pre,H,187,3.1,19
amphipods,Pre,H,236,,0
amphipods,Pre,W,184,2,0
amphipods,Pre,W,232,,1
amphipods,Pre,W,224,2.5,1
amphipods,Pre,C,201,2.3,0
amphipods,Pre,C,204,2,0
amphipods,Pre,C,199,2,3
isopods,9,H,2,26.7,0
isopods,9,H,3,23.2,0
isopods,9,H,4,24.7,0
isopods,9,W,6,2.2,0
isopods,9,W,7,2.2,0
isopods,9,W,19,6.5,0
isopods,11,H,30,18.5,0
isopods,11,H,34,27,0
isopods,11,H,29,28,0
isopods,11,W,23,9.6,0
isopods,11,W,24,7,0
isopods,11,W,26,9,0
isopods,11,C,27,3.3,0
isopods,11,C,31,3.3,0
isopods,11,C,35,3.7,0
isopods,22,H,96,10,0
isopods,22,H,103,17.9,0
isopods,22,H,129,14.7,0
isopods,22,W,110,5.8,0
isopods,22,W,111,2.9,0
isopods,22,W,109,2.3,0
isopods,22,C,73,2.4,0
isopods,22,C,64,2.1,0
isopods,22,C,113,2,0
isopods,33,H,S139,2.3,0
isopods,33,H,S133,4.2,0
isopods,33,W,138,2.9,0
isopods,33,W,132,,0
isopods,96,W,156,3.1,4
isopods,96,W,158,2.6,11
isopods,96,W,159,,1
isopods,108,H,83,2.6,3
isopods,108,H,164,2.6,4
isopods,108,H,174,2.7,3
isopods,108,C,170,1.9,9
isopods,108,C,171,2.1,60
isopods,108,C,172,1.9,0
isopods,135,W,183,,0
isopods,135,W,184,,0
isopods,135,W,186,,0
isopods,135,C,180,2,0
isopods,135,C,182,2,0
isopods,135,C,187,2,0
isopods,Pre,H,215,,0
isopods,Pre,H,187,3.1,0
isopods,Pre,H,236,,0
isopods,Pre,W,184,2,0
isopods,Pre,W,232,,0
isopods,Pre,W,224,2.5,0
isopods,Pre,C,201,2.3,0
isopods,Pre,C,204,2,0
isopods,Pre,C,199,2,0
tanaids,9,H,2,26.7,0
tanaids,9,H,3,23.2,0
tanaids,9,H,4,24.7,0
tanaids,9,W,6,2.2,0
tanaids,9,W,7,2.2,0
tanaids,9,W,19,6.5,0
tanaids,11,H,30,18.5,0
tanaids,11,H,34,27,0
tanaids,11,H,29,28,0
tanaids,11,W,23,9.6,0
tanaids,11,W,24,7,0
tanaids,11,W,26,9,0
tanaids,11,C,27,3.3,0
tanaids,11,C,31,3.3,0
tanaids,11,C,35,3.7,0
tanaids,22,H,96,10,0
tanaids,22,H,103,17.9,0
tanaids,22,H,129,14.7,0
tanaids,22,W,110,5.8,0
tanaids,22,W,111,2.9,0
tanaids,22,W,109,2.3,0
tanaids,22,C,73,2.4,0
tanaids,22,C,64,2.1,0
tanaids,22,C,113,2,0
tanaids,33,H,S139,2.3,0
tanaids,33,H,S133,4.2,0
tanaids,33,W,138,2.9,0
tanaids,33,W,132,,0
tanaids,96,W,156,3.1,4
tanaids,96,W,158,2.6,8
tanaids,96,W,159,,0
tanaids,108,H,83,2.6,2
tanaids,108,H,164,2.6,1
tanaids,108,H,174,2.7,1
tanaids,108,C,170,1.9,2
tanaids,108,C,171,2.1,0
tanaids,108,C,172,1.9,0
tanaids,135,W,183,,1
tanaids,135,W,184,,0
tanaids,135,W,186,,0
tanaids,135,C,180,2,0
tanaids,135,C,182,2,0
tanaids,135,C,187,2,0
tanaids,Pre,H,215,,0
tanaids,Pre,H,187,3.1,0
tanaids,Pre,H,236,,0
tanaids,Pre,W,184,2,0
tanaids,Pre,W,232,,0
tanaids,Pre,W,224,2.5,0
tanaids,Pre,C,201,2.3,0
tanaids,Pre,C,204,2,1
tanaids,Pre,C,199,2,1
Neolepas zevinae,9,H,2,26.7,0
Neolepas zevinae,9,H,3,23.2,0
Neolepas zevinae,9,H,4,24.7,0
Neolepas zevinae,9,W,6,2.2,0
Neolepas zevinae,9,W,7,2.2,0
Neolepas zevinae,9,W,19,6.5,0
Neolepas zevinae,11,H,30,18.5,0
Neolepas zevinae,11,H,34,27,0
Neolepas zevinae,11,H,29,28,0
Neolepas zevinae,11,W,23,9.6,0
Neolepas zevinae,11,W,24,7,0
Neolepas zevinae,11,W,26,9,0
Neolepas zevinae,11,C,27,3.3,0
Neolepas zevinae,11,C,31,3.3,0
Neolepas zevinae,11,C,35,3.7,0
Neolepas zevinae,22,H,96,10,0
Neolepas zevinae,22,H,103,17.9,0
Neolepas zevinae,22,H,129,14.7,0
Neolepas zevinae,22,W,110,5.8,0
Neolepas zevinae,22,W,111,2.9,0
Neolepas zevinae,22,W,109,2.3,0
Neolepas zevinae,22,C,73,2.4,0
Neolepas zevinae,22,C,64,2.1,0
Neolepas zevinae,22,C,113,2,1
Neolepas zevinae,33,H,S139,2.3,0
Neolepas zevinae,33,H,S133,4.2,0
Neolepas zevinae,33,W,138,2.9,0
Neolepas zevinae,33,W,132,,1
Neolepas zevinae,96,W,156,3.1,0
Neolepas zevinae,96,W,158,2.6,6
Neolepas zevinae,96,W,159,,4
Neolepas zevinae,108,H,83,2.6,0
Neolepas zevinae,108,H,164,2.6,0
Neolepas zevinae,108,H,174,2.7,0
Neolepas zevinae,108,C,170,1.9,0
Neolepas zevinae,108,C,171,2.1,0
Neolepas zevinae,108,C,172,1.9,0
Neolepas zevinae,135,W,183,,0
Neolepas zevinae,135,W,184,,0
Neolepas zevinae,135,W,186,,0
Neolepas zevinae,135,C,180,2,0
Neolepas zevinae,135,C,182,2,0
Neolepas zevinae,135,C,187,2,0
Neolepas zevinae,Pre,H,215,,0
Neolepas zevinae,Pre,H,187,3.1,0
Neolepas zevinae,Pre,H,236,,0
Neolepas zevinae,Pre,W,184,2,0
Neolepas zevinae,Pre,W,232,,0
Neolepas zevinae,Pre,W,224,2.5,1
Neolepas zevinae,Pre,C,201,2.3,6
Neolepas zevinae,Pre,C,204,2,0
Neolepas zevinae,Pre,C,199,2,0
barnacle cyprids,9,H,2,26.7,0
barnacle cyprids,9,H,3,23.2,0
barnacle cyprids,9,H,4,24.7,0
barnacle cyprids,9,W,6,2.2,0
barnacle cyprids,9,W,7,2.2,0
barnacle cyprids,9,W,19,6.5,0
barnacle cyprids,11,H,30,18.5,0
barnacle cyprids,11,H,34,27,0
barnacle cyprids,11,H,29,28,0
barnacle cyprids,11,W,23,9.6,0
barnacle cyprids,11,W,24,7,0
barnacle cyprids,11,W,26,9,0
barnacle cyprids,11,C,27,3.3,0
barnacle cyprids,11,C,31,3.3,0
barnacle cyprids,11,C,35,3.7,0
barnacle cyprids,22,H,96,10,0
barnacle cyprids,22,H,103,17.9,0
barnacle cyprids,22,H,129,14.7,0
barnacle cyprids,22,W,110,5.8,0
barnacle cyprids,22,W,111,2.9,0
barnacle cyprids,22,W,109,2.3,0
barnacle cyprids,22,C,73,2.4,0
barnacle cyprids,22,C,64,2.1,0
barnacle cyprids,22,C,113,2,0
barnacle cyprids,33,H,S139,2.3,0
barnacle cyprids,33,H,S133,4.2,0
barnacle cyprids,33,W,138,2.9,0
barnacle cyprids,33,W,132,,0
barnacle cyprids,96,W,156,3.1,0
barnacle cyprids,96,W,158,2.6,1
barnacle cyprids,96,W,159,,0
barnacle cyprids,108,H,83,2.6,0
barnacle cyprids,108,H,164,2.6,0
barnacle cyprids,108,H,174,2.7,0
barnacle cyprids,108,C,170,1.9,0
barnacle cyprids,108,C,171,2.1,0
barnacle cyprids,108,C,172,1.9,0
barnacle cyprids,135,W,183,,0
barnacle cyprids,135,W,184,,0
barnacle cyprids,135,W,186,,0
barnacle cyprids,135,C,180,2,0
barnacle cyprids,135,C,182,2,0
barnacle cyprids,135,C,187,2,0
barnacle cyprids,Pre,H,215,,0
barnacle cyprids,Pre,H,187,3.1,0
barnacle cyprids,Pre,H,236,,0
barnacle cyprids,Pre,W,184,2,0
barnacle cyprids,Pre,W,232,,0
barnacle cyprids,Pre,W,224,2.5,0
barnacle cyprids,Pre,C,201,2.3,0
barnacle cyprids,Pre,C,204,2,0
barnacle cyprids,Pre,C,199,2,0
"shrimp, juvenile",9,H,2,26.7,0
"shrimp, juvenile",9,H,3,23.2,0
"shrimp, juvenile",9,H,4,24.7,0
"shrimp, juvenile",9,W,6,2.2,0
"shrimp, juvenile",9,W,7,2.2,0
"shrimp, juvenile",9,W,19,6.5,1
"shrimp, juvenile",11,H,30,18.5,0
"shrimp, juvenile",11,H,34,27,0
"shrimp, juvenile",11,H,29,28,0
"shrimp, juvenile",11,W,23,9.6,0
"shrimp, juvenile",11,W,24,7,0
"shrimp, juvenile",11,W,26,9,0
"shrimp, juvenile",11,C,27,3.3,0
"shrimp, juvenile",11,C,31,3.3,0
"shrimp, juvenile",11,C,35,3.7,0
"shrimp, juvenile",22,H,96,10,0
"shrimp, juvenile",22,H,103,17.9,0
"shrimp, juvenile",22,H,129,14.7,0
"shrimp, juvenile",22,W,110,5.8,0
"shrimp, juvenile",22,W,111,2.9,0
"shrimp, juvenile",22,W,109,2.3,0
"shrimp, juvenile",22,C,73,2.4,0
"shrimp, juvenile",22,C,64,2.1,0
"shrimp, juvenile",22,C,113,2,0
"shrimp, juvenile",33,H,S139,2.3,0
"shrimp, juvenile",33,H,S133,4.2,0
"shrimp, juvenile",33,W,138,2.9,0
"shrimp, juvenile",33,W,132,,0
"shrimp, juvenile",96,W,156,3.1,0
"shrimp, juvenile",96,W,158,2.6,0
"shrimp, juvenile",96,W,159,,0
"shrimp, juvenile",108,H,83,2.6,0
"shrimp, juvenile",108,H,164,2.6,0
"shrimp, juvenile",108,H,174,2.7,0
"shrimp, juvenile",108,C,170,1.9,0
"shrimp, juvenile",108,C,171,2.1,0
"shrimp, juvenile",108,C,172,1.9,0
"shrimp, juvenile",135,W,183,,0
"shrimp, juvenile",135,W,184,,0
"shrimp, juvenile",135,W,186,,0
"shrimp, juvenile",135,C,180,2,0
"shrimp, juvenile",135,C,182,2,0
"shrimp, juvenile",135,C,187,2,0
"shrimp, juvenile",Pre,H,215,,0
"shrimp, juvenile",Pre,H,187,3.1,0
"shrimp, juvenile",Pre,H,236,,0
"shrimp, juvenile",Pre,W,184,2,0
"shrimp, juvenile",Pre,W,232,,0
"shrimp, juvenile",Pre,W,224,2.5,0
"shrimp, juvenile",Pre,C,201,2.3,0
"shrimp, juvenile",Pre,C,204,2,0
"shrimp, juvenile",Pre,C,199,2,0
"worm, unsegmented",9,H,2,26.7,0
"worm, unsegmented",9,H,3,23.2,0
"worm, unsegmented",9,H,4,24.7,0
"worm, unsegmented",9,W,6,2.2,0
"worm, unsegmented",9,W,7,2.2,0
"worm, unsegmented",9,W,19,6.5,1
"worm, unsegmented",11,H,30,18.5,0
"worm, unsegmented",11,H,34,27,0
"worm, unsegmented",11,H,29,28,0
"worm, unsegmented",11,W,23,9.6,0
"worm, unsegmented",11,W,24,7,1
"worm, unsegmented",11,W,26,9,1
"worm, unsegmented",11,C,27,3.3,0
"worm, unsegmented",11,C,31,3.3,0
"worm, unsegmented",11,C,35,3.7,0
"worm, unsegmented",22,H,96,10,5
"worm, unsegmented",22,H,103,17.9,28
"worm, unsegmented",22,H,129,14.7,1
"worm, unsegmented",22,W,110,5.8,0
"worm, unsegmented",22,W,111,2.9,0
"worm, unsegmented",22,W,109,2.3,0
"worm, unsegmented",22,C,73,2.4,0
"worm, unsegmented",22,C,64,2.1,0
"worm, unsegmented",22,C,113,2,0
"worm, unsegmented",33,H,S139,2.3,0
"worm, unsegmented",33,H,S133,4.2,10
"worm, unsegmented",33,W,138,2.9,1
"worm, unsegmented",33,W,132,,0
"worm, unsegmented",96,W,156,3.1,1
"worm, unsegmented",96,W,158,2.6,2
"worm, unsegmented",96,W,159,,2
"worm, unsegmented",108,H,83,2.6,0
"worm, unsegmented",108,H,164,2.6,0
"worm, unsegmented",108,H,174,2.7,0
"worm, unsegmented",108,C,170,1.9,0
"worm, unsegmented",108,C,171,2.1,4
"worm, unsegmented",108,C,172,1.9,0
"worm, unsegmented",135,W,183,,0
"worm, unsegmented",135,W,184,,0
"worm, unsegmented",135,W,186,,0
"worm, unsegmented",135,C,180,2,0
"worm, unsegmented",135,C,182,2,0
"worm, unsegmented",135,C,187,2,0
"worm, unsegmented",Pre,H,215,,1
"worm, unsegmented",Pre,H,187,3.1,1
"worm, unsegmented",Pre,H,236,,0
"worm, unsegmented",Pre,W,184,2,0
"worm, unsegmented",Pre,W,232,,0
"worm, unsegmented",Pre,W,224,2.5,1
"worm, unsegmented",Pre,C,201,2.3,0
"worm, unsegmented",Pre,C,204,2,1
"worm, unsegmented",Pre,C,199,2,0
anemone,9,H,2,26.7,0
anemone,9,H,3,23.2,0
anemone,9,H,4,24.7,0
anemone,9,W,6,2.2,1
anemone,9,W,7,2.2,0
anemone,9,W,19,6.5,0
anemone,11,H,30,18.5,0
anemone,11,H,34,27,0
anemone,11,H,29,28,0
anemone,11,W,23,9.6,0
anemone,11,W,24,7,0
anemone,11,W,26,9,0
anemone,11,C,27,3.3,0
anemone,11,C,31,3.3,0
anemone,11,C,35,3.7,0
anemone,22,H,96,10,0
anemone,22,H,103,17.9,0
anemone,22,H,129,14.7,0
anemone,22,W,110,5.8,0
anemone,22,W,111,2.9,0
anemone,22,W,109,2.3,0
anemone,22,C,73,2.4,0
anemone,22,C,64,2.1,0
anemone,22,C,113,2,0
anemone,33,H,S139,2.3,0
anemone,33,H,S133,4.2,0
anemone,33,W,138,2.9,0
anemone,33,W,132,,3
anemone,96,W,156,3.1,0
anemone,96,W,158,2.6,0
anemone,96,W,159,,3
anemone,108,H,83,2.6,1
anemone,108,H,164,2.6,0
anemone,108,H,174,2.7,0
anemone,108,C,170,1.9,0
anemone,108,C,171,2.1,0
anemone,108,C,172,1.9,0
anemone,135,W,183,,0
anemone,135,W,184,,0
anemone,135,W,186,,0
anemone,135,C,180,2,0
anemone,135,C,182,2,0
anemone,135,C,187,2,1
anemone,Pre,H,215,,1
anemone,Pre,H,187,3.1,1
anemone,Pre,H,236,,0
anemone,Pre,W,184,2,0
anemone,Pre,W,232,,0
anemone,Pre,W,224,2.5,0
anemone,Pre,C,201,2.3,0
anemone,Pre,C,204,2,0
anemone,Pre,C,199,2,0
dandelion,9,H,2,26.7,0
dandelion,9,H,3,23.2,1
dandelion,9,H,4,24.7,0
dandelion,9,W,6,2.2,0
dandelion,9,W,7,2.2,0
dandelion,9,W,19,6.5,0
dandelion,11,H,30,18.5,0
dandelion,11,H,34,27,0
dandelion,11,H,29,28,0
dandelion,11,W,23,9.6,0
dandelion,11,W,24,7,0
dandelion,11,W,26,9,0
dandelion,11,C,27,3.3,0
dandelion,11,C,31,3.3,0
dandelion,11,C,35,3.7,0
dandelion,22,H,96,10,0
dandelion,22,H,103,17.9,0
dandelion,22,H,129,14.7,0
dandelion,22,W,110,5.8,0
dandelion,22,W,111,2.9,0
dandelion,22,W,109,2.3,0
dandelion,22,C,73,2.4,0
dandelion,22,C,64,2.1,0
dandelion,22,C,113,2,0
dandelion,33,H,S139,2.3,0
dandelion,33,H,S133,4.2,0
dandelion,33,W,138,2.9,0
dandelion,33,W,132,,0
dandelion,96,W,156,3.1,0
dandelion,96,W,158,2.6,0
dandelion,96,W,159,,0
dandelion,108,H,83,2.6,0
dandelion,108,H,164,2.6,0
dandelion,108,H,174,2.7,0
dandelion,108,C,170,1.9,1
dandelion,108,C,171,2.1,0
dandelion,108,C,172,1.9,0
dandelion,135,W,183,,0
dandelion,135,W,184,,0
dandelion,135,W,186,,0
dandelion,135,C,180,2,0
dandelion,135,C,182,2,0
dandelion,135,C,187,2,0
dandelion,Pre,H,215,,0
dandelion,Pre,H,187,3.1,0
dandelion,Pre,H,236,,0
dandelion,Pre,W,184,2,0
dandelion,Pre,W,232,,0
dandelion,Pre,W,224,2.5,0
dandelion,Pre,C,201,2.3,0
dandelion,Pre,C,204,2,0
dandelion,Pre,C,199,2,0
ophiuroids,9,H,2,26.7,0
ophiuroids,9,H,3,23.2,0
ophiuroids,9,H,4,24.7,0
ophiuroids,9,W,6,2.2,0
ophiuroids,9,W,7,2.2,0
ophiuroids,9,W,19,6.5,0
ophiuroids,11,H,30,18.5,0
ophiuroids,11,H,34,27,0
ophiuroids,11,H,29,28,0
ophiuroids,11,W,23,9.6,0
ophiuroids,11,W,24,7,0
ophiuroids,11,W,26,9,0
ophiuroids,11,C,27,3.3,0
ophiuroids,11,C,31,3.3,0
ophiuroids,11,C,35,3.7,0
ophiuroids,22,H,96,10,0
ophiuroids,22,H,103,17.9,0
ophiuroids,22,H,129,14.7,0
ophiuroids,22,W,110,5.8,0
ophiuroids,22,W,111,2.9,0
ophiuroids,22,W,109,2.3,0
ophiuroids,22,C,73,2.4,0
ophiuroids,22,C,64,2.1,0
ophiuroids,22,C,113,2,0
ophiuroids,33,H,S139,2.3,0
ophiuroids,33,H,S133,4.2,0
ophiuroids,33,W,138,2.9,2
ophiuroids,33,W,132,,0
ophiuroids,96,W,156,3.1,0
ophiuroids,96,W,158,2.6,0
ophiuroids,96,W,159,,1
ophiuroids,108,H,83,2.6,0
ophiuroids,108,H,164,2.6,0
ophiuroids,108,H,174,2.7,0
ophiuroids,108,C,170,1.9,0
ophiuroids,108,C,171,2.1,0
ophiuroids,108,C,172,1.9,0
ophiuroids,135,W,183,,0
ophiuroids,135,W,184,,0
